Date,Spend Actual,Actual CPC,Predicted CPC Actual,Predicted Clicks Actual,ROI Actual
2022-01-14,10500.47,10.74766632548618,10.74766632548618,977.0000000000001,-2295.411937810599
2022-01-15,7742.65,13.900628366247757,13.935435172714032,555.6087703066728,-3076.5269496131987
2022-01-16,8099.69,17.381309012875537,17.342334524145365,467.04727029241496,-4177.325649399865
2022-01-17,13105.69,11.268865004299226,11.268865004299228,1163.0,-3338.5635656844715
2022-01-18,13481.685000000001,11.177333454716956,11.924563476568235,1130.5810083942704,-3986.8202938755076
2022-01-19,13857.68,11.085801905134687,12.282866366465779,1128.212225595299,-4382.708845976096
2022-01-20,14233.675,10.994270355552418,11.260701300113038,1264.0131924871428,-3618.217849815359
2022-01-21,14609.67,10.902738805970149,10.923694657173362,1337.4293641946624,-3377.64790450946
2022-01-22,10414.02,13.05015037593985,13.050150375939856,797.9999999999997,-3712.2427905556415
2022-01-23,11946.759999999998,12.873663793103448,12.846701813557509,929.9476374077761,-4136.857891784381
2022-01-24,10499.22,15.485575221238935,15.530000266677826,676.0605164011365,-4821.517041325409
2022-01-25,3427.46,8.972408376963351,8.972408376963351,382.0,-219.34108520332575
2022-01-26,3486.98,8.940974358974358,8.940974358974358,390.0,-211.67534876779337
2022-01-27,2469.58,7.669503105590062,7.688268024156329,321.21408778162345,228.04563013451707
2022-01-28,1814.09,8.208552036199094,8.23923362110026,220.1770314358131,35.00450040056012
2022-01-29,1714.06,11.276710526315789,11.269392883995703,152.09869933936127,-436.70210924979756
2022-01-30,1621.82,11.032789115646258,11.017406479964247,147.20524317128243,-385.5584162957193
2022-01-31,3789.76,9.545994962216623,9.506993415955801,398.62865515816605,-441.990029861588
2022-02-01,4226.14,9.147489177489176,9.154702065755018,461.6359953218704,-349.22071114376604
2022-02-02,10644.79,10.752313131313132,10.776966602564103,987.7352684258431,-2349.5748234326784
2022-02-03,10383.06,11.224929729729729,11.224929729729732,924.9999999999998,-2614.7092246415623
2022-02-04,10000.39,11.82079196217494,11.803892037779917,847.2112391398048,-2885.326122741528
2022-02-05,9355.49,14.68679748822606,14.686797488226052,637.0000000000003,-4005.825736320726
2022-02-06,9784.53,12.608930412371135,12.60981089991409,775.9458153386473,-3267.968620300415
2022-02-07,9905.39,13.606304945054944,13.606304945054948,727.9999999999998,-3791.4879843665485
2022-02-08,11473.86,13.747950129609475,12.516734302677143,916.6815978146882,-3775.368971739951
2022-02-09,13042.33,13.889595314164003,13.915036647901523,937.2831944331865,-5170.822291669752
2022-02-10,12957.09,13.385423553719008,13.385423553719,968.0000000000006,-4827.615891300569
2022-02-11,12439.21,16.154818181818182,16.15481818181818,770.0000000000001,-5972.5828680800005
2022-02-12,10669.07,19.5762752293578,19.57627522935781,544.9999999999997,-6092.041705329355
2022-02-13,10311.69,18.782677595628414,18.79061357196573,548.7681368417003,-5703.016074241916
2022-02-14,12497.325,16.396567805447795,16.7257723881489,747.1897087906697,-6222.263644730979
2022-02-15,14682.96,14.010458015267176,14.011289943051016,1047.9377744432518,-5882.151110677154
2022-02-16,13318.5,14.093650793650792,14.0936507936508,944.9999999999995,-5382.1848835527335
2022-02-17,13381.97,16.706579275905117,16.704712050854383,801.0895344535772,-6654.24620961732
2022-02-18,12722.1,15.346320868516283,15.35805622753946,828.3665466198277,-5765.297940848507
2022-02-19,11674.24,17.3465676077266,17.34656760772659,673.0000000000002,-6022.239922360831
2022-02-20,11683.55,19.24802306425041,19.248023064250397,607.0000000000005,-6585.832247953971
2022-02-21,13026.37,18.067087378640775,18.053283039245905,721.5513085172413,-6966.625495155884
2022-02-22,12687.25,16.519856770833332,16.496346152765277,769.0945547886215,-6228.226993496063
2022-02-23,12615.11,16.68665343915344,16.686653439153453,755.9999999999994,-6266.057906842189
2022-02-24,12532.97,18.403773861967696,18.403773861967693,681.0,-6813.784185925299
2022-02-25,6115.92,16.22259946949602,16.222599469496014,377.00000000000017,-2949.792170475532
2022-02-26,648.9,12.723529411764703,12.68669638567712,51.148067256704245,-219.34742926302266
2022-02-27,479.91,12.970540540540542,12.829547171590201,37.40662032582994,-165.76108323059486
2022-02-28,1927.25,11.204941860465116,11.193647997416024,172.1735398902031,-481.29924097052276
2022-03-01,1300.75,9.494525547445257,9.494525547445257,136.99999999999997,-150.1942635415071
2022-03-02,1541.56,10.075555555555557,10.075555555555557,152.99999999999997,-256.6327906704421
2022-03-03,1395.3100000000002,6.066565217391305,6.066565217391309,229.99999999999986,536.2799225215565
2022-03-04,1366.44,3.02980044345898,3.029800443458992,450.99999999999824,2421.155891553127
2022-03-05,1099.8200000000002,2.4826636568848763,2.482663656884882,442.999999999999,2620.5901551176007
2022-03-06,2335.25,3.303041018387553,3.297418027915744,708.2056264113052,3612.414569778888
2022-03-07,5136.2,4.707791017415215,4.7077910174152136,1091.0000000000005,4026.254806395741
2022-03-08,6622.37,5.6217062818336165,5.6217062818336245,1177.9999999999982,3270.729690132138
2022-03-09,14048.16,10.507225130890053,10.491114072756968,1339.053212325645,-2802.500475442017
2022-03-10,13830.916666666666,14.410250695330793,11.290813868854162,1224.970744121414,-3543.346472194242
2022-03-11,13613.673333333334,18.313276259771534,13.172819461893528,1033.4669333862134,-4934.393708167821
2022-03-12,13396.43,22.216301824212277,22.216301824212287,602.9999999999995,-8332.305116171745
2022-03-13,13435.644285714287,21.224656152596957,18.32981662092741,732.9939280666138,-7279.8021782231435
2022-03-14,13474.858571428571,20.233010480981633,16.720610657766915,805.8831610416898,-6706.876864480981
2022-03-15,13514.072857142857,19.241364809366313,13.590551750707142,994.3726424822814,-5163.1155725780445
2022-03-16,13553.287142857143,18.249719137750994,13.919623196512518,973.6820423596554,-5376.0940091088005
2022-03-17,13592.50142857143,17.25807346613567,14.572962595679442,932.7205322410765,-5759.311947676616
2022-03-18,13631.715714285714,16.26642779452035,14.994390753571114,909.1210132054974,-5996.720116632118
2022-03-19,13670.93,15.274782122905028,15.277003927844206,894.869836033953,-6155.618881514338
2022-03-20,12156.24,17.36605714285714,17.36605714285713,700.0000000000005,-6277.4880618909065
2022-03-21,12064.695,17.95102183967112,16.849857103665123,716.0117101156738,-6051.473244926684
2022-03-22,11973.15,18.535986536485098,17.12436819170696,699.1878395722881,-6101.218761445863
2022-03-23,11881.605,19.120951233299074,17.66286079357623,672.6885943822417,-6232.220174330739
2022-03-24,11790.06,19.705915930113054,20.934334253991132,563.1924978819054,-7060.247159354642
2022-03-25,11698.515,20.290880626927034,21.119898007286174,553.9096351679406,-7046.661655313101
2022-03-26,11606.97,20.87584532374101,20.875845323741007,556.0,-6937.561317730494
2022-03-27,12008.49,22.614858757062148,22.61485875706216,530.9999999999997,-7549.036744091536
2022-03-28,9801.665,19.041482331687895,20.30713529029805,482.67098533995835,-5748.089299233852
2022-03-29,7594.84,15.468105906313646,15.52218330048792,489.2894158620885,-3485.6812831492616
2022-03-30,4.72,0.59,0.9781616776993829,4.825378163558143,35.80457318732387
2022-03-31,5.46,0.42,0.5430352941176473,10.054595086442216,78.9806719304633
2022-04-01,536.61,1.9372202166064985,1.9372202166065158,276.9999999999975,1789.6961240802898
2022-04-02,782.87,2.644831081081081,2.6448310810810662,296.00000000000165,1703.0022481147143
2022-04-03,2687.42,5.645840336134454,5.645840336134451,476.0000000000003,1310.131317914183
2022-04-04,6557.73,9.210294943820225,9.210294943820225,711.9999999999999,-578.1994572376125
2022-04-05,6107.56,10.42245733788396,10.448689675074226,584.5287964260086,-1198.5602930428986
2022-04-06,4845.57,9.868778004073318,9.861565115807478,491.35912434759985,-719.0294220485175
2022-04-07,4249.28,10.364097560975608,10.364097560975608,410.00000000000006,-806.0110076789615
2022-04-08,6293.29,10.069264,10.074065772331407,624.7020956806365,-1046.9062061094983
2022-04-09,3859.92,11.987329192546584,11.894748937138448,324.50621870196375,-1134.6463398248266
2022-04-10,3671.29,10.085961538461538,10.085961538461538,364.0,-614.3389921832736
